"client_id","name","industry"
805,QuantumPeak Software,Nonprofit
806,LuminaWorks,Hospitality
807,Apexion Labs,Pharmaceuticals
808,CloudForge Technologies,Food and Beverage
809,Apexion Labs,Automotive
810,LuminaWorks,Mining
811,NovaCore Solutions,Food and Beverage
812,Bluecrest Dynamics,Telecommunications
813,LuminaWorks,E-Commerce
814,NovaCore Solutions,Insurance
815,Vertexon Industries,Environmental Services
816,Bluecrest Dynamics,Entertainment
817,LuminaWorks,Tourism
818,Bluecrest Dynamics,Media
819,Greenridge Manufacturing,Marketing
820,Starwave Innovations,Logistics
821,LuminaWorks,Hospitality
822,QuantumPeak Software,E-Commerce
823,QuantumPeak Software,Information Technology
824,Apexion Labs,Mining
825,QuantumPeak Software,Tourism
826,Vertexon Industries,Energy
827,Vertexon Industries,Hospitality
828,Vertexon Industries,Media
829,QuantumPeak Software,Manufacturing
830,Greenridge Manufacturing,Chemical Industry
831,NovaCore Solutions,Chemical Industry
832,QuantumPeak Software,Manufacturing
833,Silverline Systems,Agriculture
834,CloudForge Technologies,Marketing
835,Apexion Labs,Construction
836,QuantumPeak Software,Financial Services
837,QuantumPeak Software,Insurance
838,Greenridge Manufacturing,Aerospace
839,CloudForge Technologies,Manufacturing
840,LuminaWorks,Fashion
841,CloudForge Technologies,Pharmaceuticals
842,CloudForge Technologies,Pharmaceuticals
843,Bluecrest Dynamics,Consumer Electronics
844,Starwave Innovations,Sports
845,Vertexon Industries,Manufacturing
846,Bluecrest Dynamics,Fashion
847,CloudForge Technologies,Environmental Services
848,LuminaWorks,Retail
849,Silverline Systems,Biotechnology
850,Apexion Labs,Manufacturing
851,NovaCore Solutions,Food and Beverage
852,Bluecrest Dynamics,Robotics
853,Bluecrest Dynamics,Hospitality
854,Vertexon Industries,Nonprofit
855,Everbright Analytics,Energy
856,Bluecrest Dynamics,Marketing
857,LuminaWorks,Banking
858,Vertexon Industries,Agriculture
859,Vertexon Industries,Healthcare
860,Bluecrest Dynamics,Mining
861,Apexion Labs,Media
862,Starwave Innovations,Financial Services
863,Apexion Labs,Environmental Services
864,Bluecrest Dynamics,Fashion
865,Apexion Labs,Real Estate
866,QuantumPeak Software,Renewable Energy
867,Everbright Analytics,Fashion
868,LuminaWorks,Public Sector
869,Apexion Labs,Manufacturing
870,Everbright Analytics,Software Development
871,CloudForge Technologies,Aerospace
872,Starwave Innovations,Energy
873,Everbright Analytics,Oil and Gas
874,CloudForge Technologies,Robotics
875,Starwave Innovations,Software Development
876,Bluecrest Dynamics,Nonprofit
877,CloudForge Technologies,Biotechnology
878,Apexion Labs,Media
879,NovaCore Solutions,Insurance
880,Apexion Labs,Manufacturing
881,Starwave Innovations,Retail
882,Apexion Labs,Mining
883,Silverline Systems,Software Development
884,Bluecrest Dynamics,Logistics
885,Vertexon Industries,Hospitality
886,Silverline Systems,E-Commerce
887,Apexion Labs,Consulting
888,QuantumPeak Software,Public Sector
889,CloudForge Technologies,Agriculture
890,CloudForge Technologies,Chemical Industry
891,Starwave Innovations,Aerospace
892,LuminaWorks,Logistics
893,LuminaWorks,Entertainment
894,LuminaWorks,Software Development
895,LuminaWorks,Financial Services
896,CloudForge Technologies,Chemical Industry
897,Silverline Systems,Robotics
898,QuantumPeak Software,Insurance
899,Apexion Labs,Information Technology
900,LuminaWorks,Banking
901,CloudForge Technologies,Pharmaceuticals
902,Apexion Labs,Pharmaceuticals
903,Everbright Analytics,Hospitality
904,QuantumPeak Software,Pharmaceuticals
905,Starwave Innovations,Aerospace
906,LuminaWorks,Software Development
907,Silverline Systems,Pharmaceuticals
908,Apexion Labs,Healthcare
909,Silverline Systems,Consumer Electronics
910,Apexion Labs,Telecommunications
911,Everbright Analytics,Pharmaceuticals
912,Greenridge Manufacturing,Food and Beverage
913,Starwave Innovations,Agriculture
914,Silverline Systems,Logistics
915,Silverline Systems,Public Sector
916,Bluecrest Dynamics,Retail
917,Vertexon Industries,Renewable Energy
918,CloudForge Technologies,Environmental Services
919,Vertexon Industries,Biotechnology
920,Everbright Analytics,Automotive
921,Everbright Analytics,Fashion
922,Silverline Systems,Education
923,Everbright Analytics,Entertainment
924,CloudForge Technologies,Mining
925,LuminaWorks,Hospitality
926,Bluecrest Dynamics,Mining
927,QuantumPeak Software,Education
928,CloudForge Technologies,Food and Beverage
929,Greenridge Manufacturing,Consumer Electronics
930,Vertexon Industries,Robotics
931,Vertexon Industries,Financial Services
932,CloudForge Technologies,Hospitality
933,QuantumPeak Software,Information Technology
934,Everbright Analytics,Media
935,Starwave Innovations,Sports
936,Greenridge Manufacturing,Hospitality
937,Vertexon Industries,Marketing
938,Greenridge Manufacturing,Media
939,Apexion Labs,Entertainment
940,Apexion Labs,Healthcare
941,QuantumPeak Software,E-Commerce
942,NovaCore Solutions,Healthcare
943,Apexion Labs,Consulting
944,CloudForge Technologies,Renewable Energy
945,CloudForge Technologies,Sports
946,Greenridge Manufacturing,Insurance
947,LuminaWorks,Automotive
948,Apexion Labs,Automotive
949,Bluecrest Dynamics,Banking
950,LuminaWorks,Hospitality
951,Silverline Systems,Energy
952,CloudForge Technologies,Nonprofit
953,Starwave Innovations,Chemical Industry
954,Bluecrest Dynamics,Environmental Services
955,Apexion Labs,Automotive
956,Starwave Innovations,Financial Services
957,CloudForge Technologies,Manufacturing
958,QuantumPeak Software,Consumer Electronics
959,Bluecrest Dynamics,Consulting
960,QuantumPeak Software,Fashion
961,Starwave Innovations,Energy
962,QuantumPeak Software,Consumer Electronics
963,QuantumPeak Software,Entertainment
964,NovaCore Solutions,Automotive
965,Everbright Analytics,Chemical Industry
966,LuminaWorks,Biotechnology
967,NovaCore Solutions,Marketing
968,Starwave Innovations,Software Development
969,Bluecrest Dynamics,Energy
970,Everbright Analytics,Automotive
971,CloudForge Technologies,Software Development
972,Everbright Analytics,Food and Beverage
973,NovaCore Solutions,Consulting
974,Everbright Analytics,Automotive
975,Greenridge Manufacturing,Logistics
976,QuantumPeak Software,Consulting
977,Starwave Innovations,Real Estate
978,Everbright Analytics,Healthcare
979,Vertexon Industries,Automotive
980,NovaCore Solutions,Public Sector
981,CloudForge Technologies,Retail
982,Everbright Analytics,Oil and Gas
983,Greenridge Manufacturing,Sports
984,NovaCore Solutions,Financial Services
985,LuminaWorks,Logistics
986,LuminaWorks,Consulting
987,NovaCore Solutions,Media
988,Greenridge Manufacturing,Banking
989,Silverline Systems,Real Estate
990,Starwave Innovations,Hospitality
991,NovaCore Solutions,Oil and Gas
992,Silverline Systems,Hospitality
993,CloudForge Technologies,Financial Services
994,Apexion Labs,Public Sector
995,Bluecrest Dynamics,Software Development
996,Greenridge Manufacturing,Logistics
997,Everbright Analytics,Telecommunications
998,Starwave Innovations,Manufacturing
999,QuantumPeak Software,Environmental Services
1000,QuantumPeak Software,Renewable Energy
1001,Starwave Innovations,E-Commerce
1002,Vertexon Industries,Financial Services
1003,QuantumPeak Software,Pharmaceuticals
1004,Apexion Labs,Information Technology
1005,Vertexon Industries,Information Technology
1006,Apexion Labs,Biotechnology
1007,Bluecrest Dynamics,Food and Beverage
1008,CloudForge Technologies,Pharmaceuticals
1009,Greenridge Manufacturing,Robotics
1010,Bluecrest Dynamics,Sports
1011,QuantumPeak Software,Entertainment
1012,Apexion Labs,Tourism
